Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),ENA Express support,On-Demand Linux pricing,On-Demand Ubuntu Pro pricing,On-Demand SUSE pricing,On-Demand Windows pricing,On-Demand RHEL pricing,On-Demand ap-southeast-2-akl-1 SUSE pricing,On-Demand ap-southeast-2-akl-1 Windows pricing,On-Demand ap-southeast-2-akl-1 RHEL pricing,On-Demand ap-southeast-2-akl-1 Linux pricing,On-Demand ap-southeast-2-akl-1 Ubuntu Pro pricing,On-Demand ap-southeast-2-per-1 SUSE pricing,On-Demand ap-southeast-2-per-1 Ubuntu Pro pricing,On-Demand ap-southeast-2-per-1 RHEL pricing,On-Demand ap-southeast-2-per-1 Windows pricing,On-Demand ap-southeast-2-per-1 Linux pricing
m5zn.2xlarge,m5zn,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",4.5,32,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,3170,13333,396.25,3170,13333,396.25,false,0.826 USD per Hour,0.84 USD per Hour,0.951 USD per Hour,1.194 USD per Hour,0.9412 USD per Hour,,,,,,,,,,
x2iedn.2xlarge,x2iedn,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,256,237,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,5000,16250,625,20000,65000,2500,false,2.41763 USD per Hour,2.43163 USD per Hour,2.54263 USD per Hour,2.78563 USD per Hour,2.53283 USD per Hour,,,,,,,,,,
m5.8xlarge,m5,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,128,0,-,-,0,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,6800,30000,850,6800,30000,850,false,1.92 USD per Hour,1.976 USD per Hour,2.02 USD per Hour,3.392 USD per Hour,2.266 USD per Hour,,,,,,,,,,
c6a.48xlarge,c6a,48xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,x86_64,96,"8,12,16,20,24,28,32,64,96",2,"1,2",3.6,384,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,true,9.5904 USD per Hour,9.9264 USD per Hour,9.7154 USD per Hour,18.4224 USD per Hour,11.4336 USD per Hour,,,,,,,,,,
r6idn.16xlarge,r6idn,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,512,3800,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,50000,200000,6250,50000,200000,6250,true,7.63776 USD per Hour,7.74976 USD per Hour,7.76276 USD per Hour,10.58176 USD per Hour,8.32896 USD per Hour,,,,,,,,,,
m7i-flex.12xlarge,m7i-flex,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.2,192,0,-,-,0,supported,default,Up to 18.75 Gigabit,required,8,30,30,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,7500,30000,937.5,15000,60000,1875,false,2.8728 USD per Hour,2.9568 USD per Hour,2.9978 USD per Hour,5.0808 USD per Hour,3.3912 USD per Hour,,,,,,,,,,
m4.4xlarge,m4,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.4,64,0,-,-,0,supported,default,High,unsupported,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,2000,16000,250,2000,16000,250,false,1 USD per Hour,1.028 USD per Hour,1.1 USD per Hour,1.736 USD per Hour,1.1728 USD per Hour,,,,,,,,,,
x1e.2xlarge,x1e,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,244,240,true,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,1000,7400,125,1000,7400,125,false,2.418 USD per Hour,2.432 USD per Hour,2.518 USD per Hour,2.786 USD per Hour,2.533 USD per Hour,,,,,,,,,,
m6idn.large,m6idn,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,8,118,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1562,6250,195.3125,25000,100000,3125,false,0.20124 USD per Hour,0.20474 USD per Hour,0.25754 USD per Hour,0.29324 USD per Hour,0.23004 USD per Hour,,,,,,,,,,
c6in.24xlarge,c6in,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,192,0,-,-,0,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,75000,300000,9375,75000,300000,9375,true,7.1064 USD per Hour,,7.2314 USD per Hour,11.5224 USD per Hour,8.1432 USD per Hour,,,,,,,,,,
c6id.8xlarge,c6id,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,64,1900,true,ssd,1,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,true,2.1168 USD per Hour,2.1728 USD per Hour,2.2418 USD per Hour,3.5888 USD per Hour,2.4624 USD per Hour,,,,,,,,,,
r5dn.8xlarge,r5dn,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,1200,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,6800,30000,850,6800,30000,850,false,3.264 USD per Hour,3.32 USD per Hour,3.389 USD per Hour,4.736 USD per Hour,3.6096 USD per Hour,,,,,,,,,,
r6g.medium,r6g,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.5,8,0,-,-,0,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,315,2500,39.375,4750,20000,593.75,false,0.0604 USD per Hour,0.0622 USD per Hour,0.0914 USD per Hour,,0.0748 USD per Hour,,,,,,,,,,
c6a.16xlarge,c6a,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"4,6,8,10,12,14,16,32",2,"1,2",3.6,128,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,20000,80000,2500,20000,80000,2500,true,3.1968 USD per Hour,3.3088 USD per Hour,3.3218 USD per Hour,6.1408 USD per Hour,3.888 USD per Hour,,,,,,,,,,
m7i.16xlarge,m7i,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.2,256,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,4.032 USD per Hour,4.144 USD per Hour,4.157 USD per Hour,6.976 USD per Hour,4.7232 USD per Hour,,,,,,,,,,
r6a.2xlarge,r6a,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.6,64,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.5436 USD per Hour,0.5576 USD per Hour,0.6686 USD per Hour,0.9116 USD per Hour,0.6588 USD per Hour,,,,,,,,,,
i4i.16xlarge,i4i,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,15000,true,ssd,4,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,6.582 USD per Hour,6.694 USD per Hour,6.707 USD per Hour,9.526 USD per Hour,7.274 USD per Hour,,,,,,,,,,
m6gd.4xlarge,m6gd,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,950,true,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,4750,20000,593.75,4750,20000,593.75,false,0.912 USD per Hour,0.94 USD per Hour,1.037 USD per Hour,,1.0848 USD per Hour,,,,,,,,,,
t2.2xlarge,t2,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,8,x86_64,8,-,1,-,2.3,32,0,-,-,0,supported,unsupported,Moderate,unsupported,3,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,0,0,0,0,0,0,false,0.4672 USD per Hour,0.4812 USD per Hour,0.5672 USD per Hour,0.5292 USD per Hour,0.5824 USD per Hour,,,,,,,,,,
m5d.xlarge,m5d,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,16,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1150,6000,143.75,4750,18750,593.75,false,0.284 USD per Hour,0.291 USD per Hour,0.34 USD per Hour,0.468 USD per Hour,0.342 USD per Hour,,,,,,,,,,
z1d.2xlarge,z1d,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",4,64,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,3170,13333,396.25,3170,13333,396.25,false,0.904 USD per Hour,0.918 USD per Hour,1.029 USD per Hour,1.272 USD per Hour,1.019 USD per Hour,,,,,,,,,,
g5.4xlarge,g5,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,-,2,-,3.3,64,600,true,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,4750,20000,593.75,4750,20000,593.75,false,2.11152 USD per Hour,2.13952 USD per Hour,2.23652 USD per Hour,2.84752 USD per Hour,2.28432 USD per Hour,,,,,,,,,,
m7gd.16xlarge,m7gd,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,256,3800,true,ssd,2,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,4.2941 USD per Hour,4.4061 USD per Hour,4.4191 USD per Hour,,4.9853 USD per Hour,,,,,,,,,,
r5.24xlarge,r5,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,false,7.248 USD per Hour,7.416 USD per Hour,7.373 USD per Hour,11.664 USD per Hour,8.285 USD per Hour,,,,,,,,,,
r8g.4xlarge,r8g,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.8,128,0,-,-,0,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,false,1.1296 USD per Hour,1.1576 USD per Hour,1.2546 USD per Hour,,1.3024 USD per Hour,,,,,,,,,,
r8g.metal-24xl,r8g,metal-24xl,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,96,arm64,96,-,1,-,2.8,768,0,-,-,0,supported,default,40 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,true,6.7776 USD per Hour,6.9456 USD per Hour,6.9026 USD per Hour,,7.8144 USD per Hour,,,,,,,,,,
m8g.8xlarge,m8g,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.8,128,0,-,-,0,supported,default,15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,false,1.7952 USD per Hour,1.8512 USD per Hour,1.9202 USD per Hour,,2.1408 USD per Hour,,,,,,,,,,
c5ad.24xlarge,c5ad,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"1,2,3,4,8,12,16,20,24,28,32,36,40,44,48",2,"1,2",3.3,192,3800,true,ssd,2,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,9500,40000,1187.5,9500,40000,1187.5,false,5.424 USD per Hour,5.592 USD per Hour,5.549 USD per Hour,9.84 USD per Hour,6.461 USD per Hour,,,,,,,,,,
r6in.24xlarge,r6in,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,0,-,-,0,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,75000,300000,9375,75000,300000,9375,true,10.16496 USD per Hour,10.33296 USD per Hour,10.28996 USD per Hour,14.58096 USD per Hour,11.20176 USD per Hour,,,,,,,,,,
is4gen.4xlarge,is4gen,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,96,15000,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,10000,40000,1250,10000,40000,1250,false,2.76421 USD per Hour,2.79221 USD per Hour,2.88921 USD per Hour,,2.93701 USD per Hour,,,,,,,,,,
r6id.16xlarge,r6id,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,5.568 USD per Hour,5.68 USD per Hour,5.693 USD per Hour,8.512 USD per Hour,6.2592 USD per Hour,,,,,,,,,,
c6gd.metal,c6gd,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,64,arm64,64,-,1,-,2.5,128,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,false,3.232 USD per Hour,3.344 USD per Hour,3.357 USD per Hour,,3.9232 USD per Hour,,,,,,,,,,
inf2.48xlarge,inf2,48xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b",false,false,false,nitro,192,x86_64,96,"4,8,12,16,20,24,28,32,64,96",2,"1,2",3.6,768,0,-,-,0,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,supported,ebs,true,-,-,true,60000,240000,7500,60000,240000,7500,false,16.87565 USD per Hour,,,,18.71885 USD per Hour,,,,,,,,,,
f2.6xlarge,f2,6xlarge,"ap-southeast-2, ap-southeast-2a",false,false,false,nitro,24,x86_64,12,"1,2,3,6,9,12",2,"1,2",3.4,256,940,true,ssd,1,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,1,-,unsupported,ebs,true,-,-,true,7500,30000,937.5,7500,30000,937.5,false,2.376 USD per Hour,2.418 USD per Hour,2.501 USD per Hour,,2.6352 USD per Hour,,,,,,,,,,
m6a.2xlarge,m6a,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.6,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.432 USD per Hour,0.446 USD per Hour,0.557 USD per Hour,0.8 USD per Hour,0.5472 USD per Hour,,,,,,,,,,
r5n.12xlarge,r5n,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,0,-,-,0,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,9500,40000,1187.5,9500,40000,1187.5,false,4.344 USD per Hour,4.428 USD per Hour,4.469 USD per Hour,6.552 USD per Hour,4.862 USD per Hour,,,,,,,,,,
d3en.2xlarge,d3en,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,32,55920,true,hdd,4,supported,default,Up to 25 Gigabit,required,4,5,5,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,1700,10000,212.5,2800,15000,350,false,1.318 USD per Hour,1.332 USD per Hour,1.443 USD per Hour,1.686 USD per Hour,1.433 USD per Hour,,,,,,,,,,
m2.4xlarge,m2,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b",false,false,false,xen,8,x86_64,8,"1,2,3,4,5,6,7,8",1,1,,68.4,1680,true,hdd,2,supported,supported,High,unsupported,8,30,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,1000,8000,125,1000,8000,125,false,1.183 USD per Hour,,1.283 USD per Hour,1.483 USD per Hour,1.298 USD per Hour,,,,,,,,,,
r3.large,r3,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.5,15,32,true,ssd,1,supported,unsupported,Moderate,unsupported,3,10,10,true,"cluster, partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,0,0,0,0,0,0,false,0.2 USD per Hour,,0.3 USD per Hour,0.313 USD per Hour,0.229 USD per Hour,,,,,,,,,,
c8g.2xlarge,c8g,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,16,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.4152 USD per Hour,0.4292 USD per Hour,0.5402 USD per Hour,,0.5304 USD per Hour,,,,,,,,,,
c6i.4xlarge,c6i,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,false,0.888 USD per Hour,0.916 USD per Hour,1.013 USD per Hour,1.624 USD per Hour,1.0608 USD per Hour,,,,,,,,,,
g3.16xlarge,g3,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,488,0,-,-,0,supported,default,25 Gigabit,supported,15,50,50,true,"cluster, partition, spread",4,0,true,supported,ebs,true,-,-,false,14000,80000,1750,14000,80000,1750,false,7.016 USD per Hour,7.128 USD per Hour,7.116 USD per Hour,9.96 USD per Hour,7.7072 USD per Hour,,,,,,,,,,
c5n.2xlarge,c5n,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.4,21,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,2300,10000,287.5,4750,20000,593.75,false,0.564 USD per Hour,0.578 USD per Hour,0.689 USD per Hour,0.932 USD per Hour,0.679 USD per Hour,,,,,,,,,,
r5a.xlarge,r5a,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,1085,6000,135.625,2880,16000,360,false,0.272 USD per Hour,0.279 USD per Hour,0.328 USD per Hour,0.456 USD per Hour,0.33 USD per Hour,,,,,,,,,,
c7gd.medium,c7gd,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.6,2,59,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,315,2500,39.375,10000,40000,1250,false,0.0595 USD per Hour,0.0613 USD per Hour,0.1158 USD per Hour,,0.0739 USD per Hour,,,,,,,,,,
m7gd.large,m7gd,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.6,8,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,10000,40000,1250,false,0.1342 USD per Hour,0.1377 USD per Hour,0.1905 USD per Hour,,0.163 USD per Hour,,,,,,,,,,
c6i.32xlarge,c6i,32xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,256,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,160000,5000,40000,160000,5000,true,7.104 USD per Hour,7.328 USD per Hour,7.229 USD per Hour,12.992 USD per Hour,8.3328 USD per Hour,,,,,,,,,,
c3.8xlarge,c3,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",2.8,60,640,true,ssd,2,supported,unsupported,10 Gigabit,unsupported,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,0,0,0,0,0,0,false,2.117 USD per Hour,,2.217 USD per Hour,3.813 USD per Hour,2.458 USD per Hour,,,,,,,,,,
m6id.xlarge,m6id,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,false,0.2982 USD per Hour,0.3052 USD per Hour,0.3545 USD per Hour,0.4822 USD per Hour,0.3558 USD per Hour,,,,,,,,,,
r6a.xlarge,r6a,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.6,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,false,0.2718 USD per Hour,0.2788 USD per Hour,0.3281 USD per Hour,0.4558 USD per Hour,0.3294 USD per Hour,,,,,,,,,,
